room_type,person_capacity,space_type,region,country,total_booked_nights,total_available_or_booked_nights,month
Entire home/apt,14,House,Westland,Springfield,3.0,26.0,7/1/17
Entire home/apt,4,Apartment,La La Land,Iron Islands,17.0,17.0,7/1/17
Entire home/apt,2,Apartment,Southland,Lannisport,153.0,184.0,7/1/17
Private room,1,House,Southland,River run,4.0,162.0,7/1/17
Entire home/apt,2,Apartment,Southland,River run,27.0,90.0,7/1/17
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,24.0,24.0,7/1/17
Entire home/apt,8,Cabin,Essos,Bear Island,11.0,19.0,7/1/17
Entire home/apt,2,Apartment,Southland,Dorne,31.0,76.0,7/1/17
Private room,2,House,Westland,Westeros,13.0,34.0,7/1/17
Private room,1,House,Southland,Dorne,27.0,63.0,7/1/17
Entire home/apt,6,Cabin,Westland,Springfield,14.0,25.0,7/1/17
Entire home/apt,3,Apartment,Westland,Springfield,17.0,25.0,7/1/17
Entire home/apt,6,House,La La Land,Tarth,7.0,15.0,7/1/17
Entire home/apt,5,Cabin,Hogwarts,Crownland,21.0,23.0,7/1/17
Entire home/apt,6,House,Westland,Springfield,6.0,18.0,7/1/17
Entire home/apt,6,Apartment,Essos,Bear Island,12.0,25.0,7/1/17
Private room,2,House,Westland,Springfield,14.0,22.0,7/1/17
Entire home/apt,4,Apartment,Westland,Springfield,13.0,18.0,7/1/17
Entire home/apt,8,Apartment,Westland,Springfield,0.0,9.0,7/1/17
Entire home/apt,6,Apartment,Westland,Springfield,13.0,24.0,7/1/17
Entire home/apt,6,House,Westland,Springfield,10.0,13.0,7/1/17
Entire home/apt,8,House,Westland,Springfield,10.0,15.0,7/1/17
Entire home/apt,6,House,Westland,Springfield,5.0,23.0,7/1/17
Entire home/apt,16,Cabin,Westland,Springfield,1.0,8.0,7/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,40.0,90.0,7/1/17
Entire home/apt,4,Apartment,Essos,Bear Island,16.0,24.0,7/1/17
Entire home/apt,2,Cabin,Westland,Springfield,15.0,24.0,7/1/17
Entire home/apt,6,House,Westland,Springfield,0.0,0.0,7/1/17
Entire home/apt,6,House,Westland,Springfield,10.0,16.0,7/1/17
Entire home/apt,4,Cabin,Westland,Springfield,12.0,24.0,7/1/17
Entire home/apt,2,Apartment,Westland,Westeros,14.0,36.0,7/1/17
Entire home/apt,4,House,Westland,Westeros,5.0,11.0,7/1/17
Entire home/apt,7,House,Westland,Springfield,15.0,24.0,7/1/17
Entire home/apt,2,Apartment,Westland,Springfield,4.0,8.0,7/1/17
Entire home/apt,3,Cabin,Southland,Dorne,36.0,103.0,7/1/17
Entire home/apt,8,Cabin,Westland,Springfield,1.0,6.0,7/1/17
Entire home/apt,4,Apartment,Westland,Springfield,12.0,21.0,7/1/17
Entire home/apt,4,Apartment,Southland,Dorne,63.0,162.0,7/1/17
Entire home/apt,2,House,La La Land,Iron Islands,11.0,20.0,7/1/17
Entire home/apt,5,Apartment,Hogwarts,Dragonstone,25.0,32.0,7/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,13.0,22.0,7/1/17
Entire home/apt,4,House,Southland,Dorne,36.0,81.0,7/1/17
Private room,2,House,Hogwarts,Dragonstone,3.0,3.0,7/1/17
Entire home/apt,16,House,Westland,Springfield,2.0,19.0,7/1/17
Entire home/apt,4,Apartment,La La Land,Iron Islands,10.0,11.0,7/1/17
Entire home/apt,3,Cabin,Westland,Springfield,13.0,21.0,7/1/17
Entire home/apt,2,Apartment,Westland,Westeros,12.0,35.0,7/1/17
Entire home/apt,2,Apartment,Westland,Springfield,0.0,12.0,7/1/17
Entire home/apt,3,Apartment,Essos,Pike's Peak,8.0,36.0,7/1/17
Entire home/apt,6,House,Westland,Westeros,13.0,31.0,7/1/17
Entire home/apt,15,House,Westland,Springfield,2.0,4.0,7/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,0.0,11.0,7/1/17
Entire home/apt,4,Apartment,La La Land,Iron Islands,10.0,16.0,7/1/17
Entire home/apt,8,House,Hogwarts,Dragonstone,2.0,31.0,7/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,0.0,0.0,7/1/17
Private room,3,Apartment,Essos,Pike's Peak,3.0,25.0,7/1/17
Entire home/apt,6,Cabin,Southland,Dorne,76.0,153.0,7/1/17
Entire home/apt,6,Apartment,La La Land,Iron Islands,11.0,11.0,7/1/17
Entire home/apt,2,Cabin,Essos,High Garden,29.0,40.0,7/1/17
Entire home/apt,4,Apartment,Southland,Dorne,36.0,72.0,7/1/17
Entire home/apt,4,Apartment,Westland,Springfield,9.0,26.0,7/1/17
Entire home/apt,3,Apartment,Westland,Springfield,11.0,20.0,7/1/17
Entire home/apt,4,Apartment,Westland,Westeros,11.0,36.0,7/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,76.0,121.0,7/1/17
Entire home/apt,6,House,Hogwarts,Dragonstone,8.0,32.0,7/1/17
Private room,2,House,Westland,Westeros,10.0,34.0,7/1/17
Entire home/apt,6,Apartment,Westland,Springfield,2.0,6.0,7/1/17
Entire home/apt,2,Apartment,Essos,Bear Island,9.0,23.0,7/1/17
Entire home/apt,6,House,Essos,Bear Island,10.0,23.0,7/1/17
Entire home/apt,5,House,Westland,Springfield,9.0,18.0,7/1/17
Entire home/apt,8,House,Westland,Springfield,2.0,17.0,7/1/17
Entire home/apt,6,House,Westland,Westeros,11.0,32.0,7/1/17
Entire home/apt,8,Cabin,Hogwarts,Dragonstone,5.0,23.0,7/1/17
Entire home/apt,8,Cabin,Essos,Winterfell,13.0,24.0,7/1/17
Entire home/apt,4,Apartment,Westland,Springfield,2.0,10.0,7/1/17
Private room,2,Apartment,Westland,Springfield,15.0,21.0,7/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,8.0,18.0,7/1/17
Entire home/apt,6,House,Hogwarts,Dragonstone,18.0,18.0,7/1/17
Entire home/apt,4,Apartment,Essos,Bear Island,10.0,25.0,7/1/17
Entire home/apt,6,Cabin,Hogwarts,Dragonstone,24.0,30.0,7/1/17
Entire home/apt,3,Apartment,Hogwarts,Dragonstone,29.0,32.0,7/1/17
Entire home/apt,4,Cabin,Southland,King's Landing,54.0,121.0,7/1/17
Entire home/apt,4,House,Southland,King's Landing,36.0,76.0,7/1/17
Entire home/apt,3,Apartment,La La Land,Iron Islands,6.0,13.0,7/1/17
Entire home/apt,6,House,Westland,Springfield,20.0,25.0,7/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,0.0,4.0,7/1/17
Private room,2,Apartment,La La Land,Iron Islands,1.0,4.0,7/1/17
Private room,2,Apartment,Westland,Springfield,0.0,2.0,7/1/17
Private room,4,Cabin,Southland,King's Landing,22.0,117.0,7/1/17
Private room,2,Cabin,Westland,Springfield,19.0,26.0,7/1/17
Entire home/apt,6,House,Westland,Springfield,4.0,10.0,7/1/17
Private room,2,House,Westland,Springfield,20.0,26.0,7/1/17
Entire home/apt,4,House,Westland,Springfield,4.0,23.0,7/1/17
Entire home/apt,2,Apartment,Southland,River run,72.0,121.0,7/1/17
Entire home/apt,3,Cabin,Hogwarts,Crownland,3.0,10.0,7/1/17
Private room,1,Apartment,Southland,River run,49.0,175.0,7/1/17
Entire home/apt,8,House,Westland,Springfield,15.0,22.0,7/1/17
Entire home/apt,2,Apartment,Westland,Springfield,18.0,24.0,7/1/17
Entire home/apt,4,Apartment,Southland,Dorne,9.0,36.0,7/1/17
Private room,2,House,Westland,Springfield,19.0,25.0,7/1/17
Entire home/apt,6,Cabin,Westland,Springfield,0.0,6.0,7/1/17
Entire home/apt,4,Apartment,Westland,Springfield,8.0,22.0,7/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,49.0,99.0,7/1/17
Entire home/apt,2,Apartment,Westland,Springfield,19.0,25.0,7/1/17
Entire home/apt,4,Cabin,Westland,Springfield,18.0,26.0,7/1/17
Entire home/apt,6,House,Southland,King's Landing,4.0,54.0,7/1/17
Entire home/apt,4,Apartment,Westland,Springfield,3.0,24.0,7/1/17
Entire home/apt,4,Apartment,Southland,Dorne,40.0,108.0,7/1/17
Entire home/apt,4,Cabin,Westland,Westeros,1.0,4.0,7/1/17
Entire home/apt,3,Apartment,Southland,King's Landing,76.0,121.0,7/1/17
Entire home/apt,7,Apartment,Essos,Pike's Peak,17.0,37.0,7/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,11.0,13.0,7/1/17
Entire home/apt,8,Cabin,Westland,Springfield,5.0,6.0,7/1/17
Entire home/apt,2,Cabin,Southland,Dorne,13.0,94.0,7/1/17
Entire home/apt,7,House,Westland,Springfield,17.0,24.0,7/1/17
Entire home/apt,2,Apartment,Southland,River run,22.0,54.0,7/1/17
Entire home/apt,6,Apartment,Westland,Springfield,1.0,11.0,7/1/17
Entire home/apt,2,House,Essos,Bear Island,15.0,23.0,7/1/17
Entire home/apt,6,Apartment,Essos,Pike's Peak,26.0,26.0,7/1/17
Entire home/apt,4,House,Westland,Springfield,5.0,16.0,8/1/17
Entire home/apt,1,Cabin,Southland,Dorne,22.0,117.0,8/1/17
Entire home/apt,2,Cabin,Southland,Dorne,27.0,99.0,8/1/17
Entire home/apt,6,House,Westland,Springfield,3.0,5.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,9.0,22.0,8/1/17
Entire home/apt,3,Apartment,Hogwarts,Crownland,24.0,32.0,8/1/17
Private room,2,Apartment,La La Land,Iron Islands,10.0,16.0,8/1/17
Entire home/apt,5,Apartment,Hogwarts,Dragonstone,26.0,39.0,8/1/17
Private room,2,Cabin,Essos,Bear Island,13.0,27.0,8/1/17
Entire home/apt,6,Cabin,Westland,Springfield,17.0,23.0,8/1/17
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,23.0,39.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,18.0,26.0,8/1/17
Entire home/apt,12,Cabin,Westland,Springfield,6.0,24.0,8/1/17
Entire home/apt,8,House,Westland,Springfield,7.0,24.0,8/1/17
Entire home/apt,2,Apartment,Essos,Pike's Peak,46.0,47.0,8/1/17
Private room,2,Hotel,Westland,Springfield,7.0,23.0,8/1/17
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,28.0,39.0,8/1/17
Entire home/apt,3,Apartment,La La Land,Iron Islands,12.0,15.0,8/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,8.0,10.0,8/1/17
Entire home/apt,3,Cabin,Westland,Springfield,6.0,16.0,8/1/17
Entire home/apt,2,Cabin,Westland,Springfield,12.0,15.0,8/1/17
Entire home/apt,6,Apartment,Westland,Springfield,19.0,26.0,8/1/17
Entire home/apt,6,House,Westland,Springfield,2.0,24.0,8/1/17
Private room,3,Cabin,Westland,Springfield,5.0,25.0,8/1/17
Entire home/apt,2,Cabin,Southland,River run,67.0,157.0,8/1/17
Private room,1,Apartment,Southland,River run,112.0,162.0,8/1/17
Entire home/apt,6,Apartment,Westland,Springfield,13.0,24.0,8/1/17
Entire home/apt,2,Apartment,Southland,King's Landing,49.0,139.0,8/1/17
Entire home/apt,3,Apartment,Westland,Springfield,20.0,26.0,8/1/17
Entire home/apt,3,Apartment,Southland,Dorne,58.0,135.0,8/1/17
Entire home/apt,3,Apartment,Westland,Springfield,7.0,23.0,8/1/17
Entire home/apt,8,House,Westland,Springfield,2.0,19.0,8/1/17
Entire home/apt,4,House,Westland,Springfield,15.0,20.0,8/1/17
Entire home/apt,2,Cabin,Westland,Springfield,19.0,26.0,8/1/17
Entire home/apt,6,Apartment,Westland,Springfield,0.0,4.0,8/1/17
Private room,1,House,Westland,Springfield,12.0,26.0,8/1/17
Entire home/apt,4,Cabin,Westland,Springfield,2.0,14.0,8/1/17
Entire home/apt,4,House,Southland,Dorne,22.0,103.0,8/1/17
Entire home/apt,2,Apartment,Southland,River run,13.0,148.0,8/1/17
Entire home/apt,6,Apartment,Westland,Springfield,18.0,23.0,8/1/17
Entire home/apt,3,Apartment,Southland,Dorne,63.0,153.0,8/1/17
Entire home/apt,6,House,Southland,River run,13.0,36.0,8/1/17
Entire home/apt,4,Apartment,Southland,Dorne,54.0,175.0,8/1/17
Entire home/apt,6,House,Westland,Springfield,13.0,23.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,17.0,26.0,8/1/17
Entire home/apt,4,Apartment,Essos,Bear Island,17.0,23.0,8/1/17
Entire home/apt,6,Cabin,Westland,Springfield,11.0,26.0,8/1/17
Entire home/apt,2,Cabin,Hogwarts,Dragonstone,3.0,26.0,8/1/17
Entire home/apt,10,House,Hogwarts,Dragonstone,4.0,31.0,8/1/17
Entire home/apt,8,House,Essos,Bear Island,0.0,27.0,8/1/17
Entire home/apt,4,Cabin,Westland,Springfield,11.0,15.0,8/1/17
Private room,4,House,Hogwarts,Crownland,34.0,34.0,8/1/17
Entire home/apt,3,Apartment,Essos,Pike's Peak,17.0,49.0,8/1/17
Private room,2,House,Westland,Westeros,10.0,27.0,8/1/17
Private room,2,House,Westland,Springfield,9.0,12.0,8/1/17
Entire home/apt,3,Cabin,Westland,Westeros,11.0,28.0,8/1/17
Entire home/apt,2,Cabin,Southland,Dorne,54.0,135.0,8/1/17
Entire home/apt,3,Cabin,Westland,Springfield,16.0,21.0,8/1/17
Entire home/apt,4,Apartment,Essos,Pike's Peak,7.0,17.0,8/1/17
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,23.0,39.0,8/1/17
Private room,2,Apartment,La La Land,Iron Islands,1.0,6.0,8/1/17
Private room,2,Hotel,Westland,Springfield,0.0,6.0,8/1/17
Entire home/apt,6,House,Westland,Springfield,8.0,25.0,8/1/17
Entire home/apt,2,Apartment,Hogwarts,Crownland,37.0,37.0,8/1/17
Private room,1,House,Hogwarts,Crownland,21.0,23.0,8/1/17
Entire home/apt,6,Apartment,Southland,Dorne,9.0,27.0,8/1/17
Entire home/apt,3,Apartment,Southland,King's Landing,72.0,130.0,8/1/17
Entire home/apt,6,Cabin,Southland,Dorne,67.0,157.0,8/1/17
Entire home/apt,4,House,Westland,Springfield,4.0,26.0,8/1/17
Entire home/apt,4,Cabin,Westland,Springfield,19.0,26.0,8/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,49.0,99.0,8/1/17
Entire home/apt,8,House,Westland,Springfield,12.0,23.0,8/1/17
Entire home/apt,5,Apartment,Essos,Bear Island,10.0,21.0,8/1/17
Entire home/apt,4,Cabin,Westland,Springfield,4.0,5.0,8/1/17
Private room,12,Cabin,La La Land,Tarth,2.0,11.0,8/1/17
Entire home/apt,4,House,Westland,Springfield,14.0,27.0,8/1/17
Private room,4,Cabin,Westland,Springfield,13.0,26.0,8/1/17
Entire home/apt,3,Apartment,Westland,Springfield,2.0,26.0,8/1/17
Entire home/apt,4,Cabin,Westland,Springfield,15.0,26.0,8/1/17
Entire home/apt,7,House,Westland,Springfield,11.0,25.0,8/1/17
Private room,2,Apartment,La La Land,Iron Islands,0.0,6.0,8/1/17
Entire home/apt,7,Apartment,La La Land,Iron Islands,15.0,16.0,8/1/17
Entire home/apt,4,Apartment,Westland,Westeros,12.0,28.0,8/1/17
Entire home/apt,6,Cabin,Westland,Springfield,9.0,11.0,8/1/17
Entire home/apt,2,Apartment,Essos,Bear Island,16.0,24.0,8/1/17
Entire home/apt,6,Apartment,Westland,Springfield,9.0,15.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,16.0,26.0,8/1/17
Private room,2,House,Hogwarts,Dragonstone,22.0,29.0,8/1/17
Private room,2,House,Westland,Springfield,4.0,23.0,8/1/17
Entire home/apt,2,House,Southland,Dorne,45.0,135.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,17.0,26.0,8/1/17
Private room,2,Cabin,La La Land,Iron Islands,11.0,12.0,8/1/17
Entire home/apt,5,House,Westland,Springfield,9.0,15.0,8/1/17
Entire home/apt,5,Apartment,Hogwarts,Dragonstone,5.0,17.0,8/1/17
Entire home/apt,6,Apartment,Essos,Pike's Peak,27.0,49.0,8/1/17
Entire home/apt,2,Cabin,Westland,Springfield,5.0,18.0,8/1/17
Entire home/apt,5,Apartment,Hogwarts,Dragonstone,1.0,26.0,8/1/17
Entire home/apt,6,Cabin,Westland,Springfield,4.0,20.0,8/1/17
Entire home/apt,6,Apartment,Westland,Springfield,5.0,16.0,8/1/17
Private room,2,House,Hogwarts,Dragonstone,21.0,31.0,8/1/17
Entire home/apt,6,House,Southland,King's Landing,45.0,85.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,13.0,26.0,8/1/17
Entire home/apt,2,House,Westland,Springfield,20.0,26.0,8/1/17
Entire home/apt,4,Apartment,Southland,River run,103.0,144.0,8/1/17
Entire home/apt,16,House,Westland,Springfield,14.0,23.0,8/1/17
Entire home/apt,2,Cabin,Westland,Westeros,9.0,21.0,8/1/17
Entire home/apt,2,House,La La Land,Iron Islands,13.0,15.0,8/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,40.0,112.0,8/1/17
Entire home/apt,8,Apartment,Westland,Springfield,10.0,20.0,8/1/17
Entire home/apt,2,Apartment,Westland,Springfield,9.0,14.0,8/1/17
Private room,2,Cabin,Southland,King's Landing,76.0,135.0,8/1/17
Entire home/apt,6,Apartment,La La Land,Iron Islands,3.0,4.0,8/1/17
Entire home/apt,24,House,Westland,Springfield,11.0,24.0,8/1/17
Entire home/apt,2,Apartment,Westland,Springfield,14.0,24.0,8/1/17
Entire home/apt,8,House,Westland,Springfield,8.0,20.0,8/1/17
Entire home/apt,4,Cabin,Westland,Springfield,7.0,19.0,8/1/17
Entire home/apt,4,Cabin,Westland,Springfield,17.0,26.0,8/1/17
Entire home/apt,3,Cabin,Westland,Springfield,15.0,22.0,8/1/17
Entire home/apt,10,Cabin,Westland,Springfield,4.0,16.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,1.0,2.0,8/1/17
Entire home/apt,5,Apartment,La La Land,Oldtown,21.0,21.0,8/1/17
Entire home/apt,4,House,La La Land,Iron Islands,1.0,3.0,8/1/17
Entire home/apt,2,Apartment,Essos,Bear Island,9.0,21.0,8/1/17
Entire home/apt,16,Cabin,Westland,Springfield,3.0,16.0,8/1/17
Entire home/apt,4,House,Westland,Springfield,12.0,23.0,8/1/17
Shared room,1,Apartment,Southland,King's Landing,4.0,112.0,8/1/17
Entire home/apt,6,House,Westland,Springfield,1.0,10.0,8/1/17
Entire home/apt,4,Apartment,Southland,Dorne,27.0,67.0,8/1/17
Entire home/apt,5,Cabin,Westland,Springfield,4.0,16.0,8/1/17
Entire home/apt,13,House,Westland,Springfield,5.0,25.0,8/1/17
Private room,2,House,Westland,Westeros,2.0,28.0,8/1/17
Private room,2,Cabin,Essos,Bear Island,2.0,13.0,8/1/17
Entire home/apt,10,House,Westland,Springfield,14.0,26.0,8/1/17
Entire home/apt,2,Apartment,Westland,Westeros,12.0,28.0,8/1/17
Entire home/apt,2,Apartment,Westland,Westeros,12.0,27.0,8/1/17
Entire home/apt,4,House,Westland,Springfield,4.0,8.0,8/1/17
Entire home/apt,12,House,Westland,Springfield,6.0,24.0,8/1/17
Entire home/apt,5,Apartment,Westland,Springfield,9.0,15.0,8/1/17
Entire home/apt,8,House,Westland,Springfield,10.0,19.0,8/1/17
Entire home/apt,2,Cabin,Essos,Bear Island,18.0,27.0,8/1/17
Private room,3,Apartment,La La Land,Iron Islands,14.0,16.0,8/1/17
Entire home/apt,6,Cabin,Westland,Springfield,3.0,17.0,8/1/17
Entire home/apt,3,Apartment,Southland,Dorne,67.0,171.0,8/1/17
Entire home/apt,10,House,Southland,Lannisport,27.0,121.0,8/1/17
Private room,5,Cabin,Westland,Springfield,7.0,26.0,8/1/17
Entire home/apt,2,House,Westland,Westeros,4.0,10.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,10.0,15.0,8/1/17
Entire home/apt,10,House,Essos,Bear Island,4.0,14.0,8/1/17
Entire home/apt,2,Cabin,Westland,Springfield,9.0,23.0,8/1/17
Entire home/apt,2,Apartment,Southland,Dorne,22.0,63.0,8/1/17
Entire home/apt,4,Apartment,Essos,Pike's Peak,49.0,49.0,8/1/17
Entire home/apt,6,House,Westland,Springfield,9.0,26.0,8/1/17
Entire home/apt,2,Cabin,Westland,Springfield,9.0,26.0,8/1/17
Entire home/apt,3,Cabin,Westland,Springfield,8.0,10.0,8/1/17
Private room,2,House,Westland,Springfield,12.0,16.0,8/1/17
Entire home/apt,2,Apartment,Essos,Pike's Peak,33.0,35.0,8/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,4.0,16.0,8/1/17
Entire home/apt,8,House,La La Land,Tarth,2.0,11.0,8/1/17
Entire home/apt,6,Apartment,Westland,Springfield,16.0,21.0,8/1/17
Entire home/apt,2,Cabin,Westland,Springfield,5.0,7.0,8/1/17
Entire home/apt,2,Apartment,Westland,Springfield,0.0,0.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,18.0,23.0,8/1/17
Entire home/apt,2,Apartment,Westland,Springfield,16.0,25.0,8/1/17
Private room,1,Apartment,Southland,King's Landing,27.0,49.0,8/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,0.0,0.0,8/1/17
Entire home/apt,4,Apartment,La La Land,Iron Islands,11.0,12.0,8/1/17
Private room,1,House,Southland,River run,13.0,162.0,8/1/17
Entire home/apt,6,Cabin,Westland,Springfield,7.0,17.0,8/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,22.0,45.0,8/1/17
Entire home/apt,4,Apartment,Southland,Dorne,18.0,108.0,8/1/17
Entire home/apt,4,House,Southland,Dorne,31.0,175.0,8/1/17
Entire home/apt,3,Apartment,Essos,Pike's Peak,3.0,4.0,8/1/17
Entire home/apt,9,House,Westland,Springfield,6.0,25.0,8/1/17
Entire home/apt,5,Cabin,Hogwarts,Crownland,19.0,27.0,8/1/17
Private room,2,Cabin,Southland,Dorne,40.0,144.0,8/1/17
Entire home/apt,4,Cabin,Westland,Springfield,2.0,4.0,8/1/17
Entire home/apt,12,House,Westland,Springfield,7.0,16.0,8/1/17
Private room,4,Cabin,Southland,King's Landing,58.0,139.0,8/1/17
Entire home/apt,10,Cabin,Westland,Springfield,0.0,26.0,8/1/17
Entire home/apt,3,Apartment,Southland,King's Landing,76.0,139.0,8/1/17
Private room,2,Apartment,La La Land,Iron Islands,0.0,2.0,8/1/17
Entire home/apt,4,Apartment,La La Land,Iron Islands,14.0,16.0,8/1/17
Private room,2,House,Westland,Westeros,11.0,25.0,8/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,1.0,3.0,8/1/17
Entire home/apt,4,Apartment,Essos,Bear Island,16.0,26.0,8/1/17
Entire home/apt,2,Apartment,Westland,Westeros,13.0,28.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,9.0,14.0,8/1/17
Entire home/apt,4,Apartment,Southland,Dorne,76.0,180.0,8/1/17
Entire home/apt,7,House,Westland,Springfield,14.0,20.0,8/1/17
Entire home/apt,5,House,Westland,Springfield,9.0,19.0,8/1/17
Entire home/apt,9,House,Westland,Springfield,1.0,9.0,8/1/17
Entire home/apt,6,Cabin,Southland,Lannisport,9.0,171.0,8/1/17
Entire home/apt,2,Apartment,Westland,Springfield,16.0,23.0,8/1/17
Entire home/apt,5,House,Westland,Westeros,4.0,10.0,8/1/17
Entire home/apt,2,Cabin,Westland,Springfield,6.0,10.0,8/1/17
Entire home/apt,10,House,La La Land,Iron Islands,0.0,15.0,8/1/17
Entire home/apt,16,House,Westland,Springfield,10.0,22.0,8/1/17
Private room,5,House,Westland,Springfield,6.0,24.0,8/1/17
Entire home/apt,2,Apartment,Essos,Pike's Peak,13.0,36.0,8/1/17
Entire home/apt,2,Apartment,Southland,River run,76.0,108.0,8/1/17
Entire home/apt,8,House,Westland,Springfield,1.0,26.0,8/1/17
Entire home/apt,8,House,Westland,Springfield,0.0,1.0,8/1/17
Entire home/apt,5,Apartment,Essos,Bear Island,1.0,28.0,8/1/17
Entire home/apt,4,Apartment,Westland,Westeros,10.0,25.0,8/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,11.0,14.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,19.0,26.0,8/1/17
Entire home/apt,4,House,Essos,Bear Island,3.0,26.0,8/1/17
Entire home/apt,4,Apartment,Westland,Springfield,12.0,26.0,8/1/17
Entire home/apt,5,Cabin,Southland,King's Landing,36.0,72.0,8/1/17
Entire home/apt,7,House,Southland,Dorne,81.0,175.0,8/1/17
Entire home/apt,3,Apartment,Westland,Springfield,9.0,18.0,8/1/17
Entire home/apt,12,Cabin,Westland,Springfield,1.0,23.0,8/1/17
Entire home/apt,3,Cabin,Westland,Springfield,12.0,22.0,8/1/17
Entire home/apt,4,House,Westland,Westeros,8.0,17.0,8/1/17
Entire home/apt,2,Apartment,Westland,Springfield,20.0,26.0,8/1/17
Entire home/apt,4,Apartment,Essos,Bear Island,15.0,26.0,8/1/17
Entire home/apt,2,Apartment,Southland,King's Landing,58.0,130.0,8/1/17
